_id,Nº/ANO,FATO,FATO AGRUPADO,DATA DO FATO,HORA DO FATO,UF,MUNICÍPIO,CÓDIGO IBGE,BAIRRO
1288,309/2023 - DP-ITAQUIRAI,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",11/07/2023,20:30:00,MS,ITAQUIRAÍ,5004601,""
1289,1081/2023 - DP-CHAPADÃO,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",09/07/2023,16:40:00,MS,CHAPADÃO DO SUL,5002951,CENTRO
1290,1369/2023 - 1DP-NAVIRAÍ,"HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO, FEMINICIDIO - REVOGADO","CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS QUE RESULTAM EM MORTE, HOMICIDIO DOLOSO, PROJETO ACOLHIDA, FATOS TIPICOS, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",09/07/2023,02:30:00,MS,NAVIRAI,5005707,CENTRO SETOR 3
1291,587/2023 - DP-MIRANDA,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",09/07/2023,01:00:00,MS,MIRANDA,5005608,""
1292,219/2023 - DP-BODOQUENA,HOMICIDIO QUALIFICADO POR MOTIVO FUTIL,"HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",09/07/2023,00:20:00,MS,BODOQUENA,5002159,""
1293,4585/2023 - DEPAC-CEPOL-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",08/07/2023,19:00:00,MS,CAMPO GRANDE,5002704,""
1294,289/2023 - DP-ANGELICA,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",08/07/2023,00:01:00,MS,ANGÉLICA,5000856,CENTRO
1295,1289/2023 - 1DP-NOVA ANDRADINA,"HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS QUE RESULTAM EM MORTE, HOMICIDIO DOLOSO, PROJETO ACOLHIDA, FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",05/07/2023,23:00:00,MS,NOVA ANDRADINA,5006200,VILA OPERARIA
1296,1482/2023 - 1DP-PONTA PORÃ,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",04/07/2023,16:00:00,MS,PONTA PORÃ,5006606,""
1297,856/2023 - DP-AMAMBAI,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",02/07/2023,19:30:00,MS,AMAMBAI,5000609,JARDIM PANORAMA
1298,658/2023 - DP-ANASTACIO,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",02/07/2023,08:00:00,MS,ANASTÁCIO,5000708,""
1299,4468/2023 - DEPAC-CEPOL-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",02/07/2023,00:00:00,MS,CAMPO GRANDE,5002704,MONTE CASTELO
1300,1310/2023 - 1DP-NAVIRAÍ,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",01/07/2023,12:55:00,MS,NAVIRAI,5005707,JARDIM PARAISO
1301,974/2023 - DP-MARACAJU,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",01/07/2023,05:40:00,MS,MARACAJU,5005400,VILA PRATEADA
1302,4198/2023 - 1DEAM,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",01/07/2023,05:00:00,MS,CAMPO GRANDE,5002704,PARQUE DO LAGEADO
1303,4412/2023 - DEPAC-CEPOL-CG,"HOMICIDIO SIMPLES, AS PENAS PREVISTAS NO CAPUT DESTE ARTIGO SAO AUMENTADAS DE UM TER? NO CASO DE A INFRACAO COMETIDA OU INDUZIDA ESTAR INCLUIDA NO ROL DO ART. 1O DA LEI NO 8.072, DE 25 DE JULHO DE 1990","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, CORRUPCAO DE MENOR, FATOS TIPICOS",30/06/2023,23:00:00,MS,CAMPO GRANDE,5002704,JARDIM NOROESTE
1304,4404/2023 - DEPAC-CEPOL-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",30/06/2023,19:00:00,MS,CAMPO GRANDE,5002704,JARDIM MONTEVIDEU
1305,4391/2023 - DEPAC-CEPOL-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",30/06/2023,18:40:00,MS,CAMPO GRANDE,5002704,""
1306,854/2023 - 1DP-JARDIM,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",30/06/2023,01:00:00,MS,JARDIM,5005004,MAJOR COSTA
1307,4174/2023 - 1DEAM,"FEMINICIDIO MAJORADO, SE PRATICADO NA PRESENÇA DE DESCENDENTE OU DE ASCENDENTE DA VITIMA - REVOGADO","CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, FEMINICIDIO, PROJETO ACOLHIDA",29/06/2023,23:30:00,MS,CAMPO GRANDE,5002704,VILA NATHALIA
1308,4371/2023 - DEPAC-CEPOL-CG,"HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO","CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS QUE RESULTAM EM MORTE, HOMICIDIO DOLOSO, PROJETO ACOLHIDA, FATOS TIPICOS",29/06/2023,20:40:00,MS,CAMPO GRANDE,5002704,TIRADENTES
1309,519/2023 - 1DP-FATIMA DO SUL,"DIRIGIR VEICULO AUTOMOTOR, EM VIA PUBLICA, SEM A DEVIDA PERMISSAO PARA DIRIGIR OU HABILITAÇAO OU, AINDA, SE CASSADO O DIREITO DE DIRIGIR, GERANDO PERIGO DE DANO, PERMITIR, CONFIAR OU ENTREGAR A DIREÇAO DE VEICULO AUTOMOTOR A PESSOA NAO HABILITADA, COM HABILITAÇAO CASSADA OU COM O DIREITO DE DIRIGIR SUSPENSO, OU, AINDA, A QUEM, POR SEU ESTADO DE SAUDE, FISICA OU MENTAL, OU POR EMBRIAGUEZ, NAO ESTEJA EM CONDIÇOES DE CONDUZI-LO COM SEGURANÇA, HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO","CRIMES DE TRANSITO (ART. 304 AO 312 DA LEI 9.503/97), FATOS TIPICOS, CRIMES DE TRANSITO (ART. 304 AO 312 DA LEI 9.503/97), FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS QUE RESULTAM EM MORTE, HOMICIDIO DOLOSO, PROJETO ACOLHIDA, FATOS TIPICOS",28/06/2023,18:00:00,MS,FÁTIMA DO SUL,5003801,ZONA RURAL
1310,1419/2023 - 1DP-PONTA PORÃ,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",27/06/2023,17:05:00,MS,PONTA PORÃ,5006606,PARQUE IPES HUM
1311,167/2023 - DP-PARANHOS,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",27/06/2023,09:00:00,MS,PARANHOS,5006358,CENTRO
1312,955/2023 - DP-MARACAJU,LESAO CORPORAL SEGUIDA DE MORTE,"FATOS TIPICOS QUE RESULTAM EM MORTE, LESAO CORPORAL DOLOSA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS",26/06/2023,05:05:00,MS,MARACAJU,5005400,VILA OVIDEO
1313,2554/2023 - DEPAC-TL,"HOMICIDIO QUALIFICADO MEDIANTE PAGA OU PROMESSA DE RECOMPENSA, OU POR OUTRO MOTIVO TORPE, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",25/06/2023,17:30:00,MS,TRÊS LAGOAS,5008305,PARQUE RESIDENCIAL ORESTES PRATA TIBERY JUNIOR
1314,4018/2023 - DEPAC-DDOS,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",25/06/2023,02:00:00,MS,DOURADOS,5003702,RESIDENCIAL PARQUE DO LAGO
1315,418/2023 - DP-BELA VISTA,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",24/06/2023,20:46:00,MS,BELA VISTA,5002100,NOVA ESPERANÇA
1316,200/2023 - DP-SETE QUEDAS,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",24/06/2023,18:00:00,MS,SETE QUEDAS,5007703,CENTRO
1317,4251/2023 - DEPAC-CEPOL-CG,"HOMICIDIO SIMPLES, PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO, HOMICIDIO, SE PRATICADO CONTRA A AUTORIDADE OU AGENTE DESCRITO NOS ARTS. 142 A 144 DA CONSTITUIÇAO FEDERAL, INTEGRANTES DO SISTEMA PRISIONAL E DA FORÇA NACIONAL DE SEGURANÇA PUBLICA, NO EXERCICIO DA FUNÇAO OU EM DECORRENCIA DELA, OU CONTRA SEU CONJUGE, COMPANHEIRO OU PARENTE CONSANGUINEO ATE TERCEIRO GRAU, EM RAZAO DESSA CONDICAO, NA FORMA TENTADA, ROUBO QUALIFICADO, SE DA VIOLENCIA RESULTA MORTE, NA FORMA TENTADA","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO, FATOS TIPICOS, FATOS TIPICOS",23/06/2023,17:33:00,MS,CAMPO GRANDE,5002704,JARDIM MORENAO
1318,96/2023 - DP-DOURADINA,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",21/06/2023,14:20:00,MS,DOURADINA,5003504,CENTRO
1319,984/2023 - DP-CHAPADÃO,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",21/06/2023,13:25:00,MS,CHAPADÃO DO SUL,5002951,ESPLANADA
1320,4168/2023 - DEPAC-CEPOL-CG,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",19/06/2023,21:35:00,MS,CAMPO GRANDE,5002704,NOVA LIMA
1321,260/2023 - DP-ITAQUIRAI,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",17/06/2023,12:30:00,MS,ITAQUIRAÍ,5004601,""
1322,921/2023 - DP-RIBAS RIO PARDO,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",11/06/2023,22:13:00,MS,RIBAS DO RIO PARDO,5007109,SANTO ANDRE
1323,403/2023 - DP-TERENOS,HOMICIDIO QUALIFICADO COM EMPREGO DE ARMA DE FOGO DE USO RESTRITO OU PROIBIDO,"HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",11/06/2023,09:40:00,MS,TERENOS,5008008,JARDIM BODOQUENA
1324,322/2023 - DP-SONORA,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",10/06/2023,21:53:00,MS,SONORA,5007935,CENTRO
1325,254/2023 - DP-ITAQUIRAI,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",10/06/2023,15:32:00,MS,ITAQUIRAÍ,5004601,""
1326,911/2023 - DP-CHAPADÃO,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",08/06/2023,02:28:00,MS,CHAPADÃO DO SUL,5002951,CENTRO
1327,3635/2023 - DEPAC-DDOS,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",08/06/2023,01:00:00,MS,DOURADOS,5003702,CONJ. HAB. EULALIA PIRES (COHAB II)
1328,156/2023 - DP-PARAISO DAS AGUAS,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",06/06/2023,22:00:00,MS,PARAÍSO DAS ÁGUAS,5006275,""
1329,3851/2023 - DEPAC-CEPOL-CG,"HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, LESAO CORPORAL DE NATUREZA GRAVE SE RESULTA INCAPACIDADE PARA AS OCUPACOES HABITUAIS POR MAIS DE 30 DIAS,","HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, LESAO CORPORAL GRAVE, FATOS TIPICOS, LESAO CORPORAL DOLOSA",05/06/2023,07:19:00,MS,CAMPO GRANDE,5002704,CENTENARIO
1330,3840/2023 - DEPAC-CEPOL-CG,"HOMICIDIO SIMPLES, ACHADO DE SUBSTANCIA ENTORPECENTE","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS ATIPICOS",04/06/2023,22:14:00,MS,CAMPO GRANDE,5002704,JARDIM PAULO COELHO MACHADO
1331,3525/2023 - DEPAC-DDOS,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",04/06/2023,02:00:00,MS,DOURADOS,5003702,ALDEIA BORORO
1332,732/2023 - 1DP-JARDIM,HOMICIDIO QUALIFICADO POR MOTIVO FUTIL,"HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",04/06/2023,01:15:00,MS,GUIA LOPES DA LAGUNA,5004106,MUTIRAO
1333,244/2023 - DP-NIOAQUE,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",03/06/2023,20:30:00,MS,NIOAQUE,5005806,SANTA AMELIA
1334,1031/2023 - 3DP-TRES LAGOAS,"HOMICIDIO SIMPLES, PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO",01/06/2023,13:28:00,MS,TRÊS LAGOAS,5008305,JARDIM CARANDA
1335,841/2023 - 1DP-COXIM,"FAVORECIMENTO PESSOAL, HOMICIDIO QUALIFICADO MEDIANTE PAGA OU PROMESSA DE RECOMPENSA, OU POR OUTRO MOTIVO TORPE","FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO",01/06/2023,11:00:00,MS,COXIM,5003306,SENHOR DIVINO
1336,4732/2023 - DEPAC-DDOS,LESAO CORPORAL SEGUIDA DE MORTE,"FATOS TIPICOS QUE RESULTAM EM MORTE, LESAO CORPORAL DOLOSA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS",30/05/2023,19:00:00,MS,DOURADOS,5003702,VILA AURORA
1337,1174/2023 - 1DP-PONTA PORÃ,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",29/05/2023,06:30:00,MS,PONTA PORÃ,5006606,CENTRO
1338,183/2023 - DP-CORONEL SAPUCAIA,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",28/05/2023,05:30:00,MS,CORONEL SAPUCAIA,5003157,CENTRO
1339,343/2023 - DP-BELA VISTA,"HOMICIDIO SIMPLES, HOMICIDIO SIMPLES NA FORMA TENTADA","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS",28/05/2023,00:30:00,MS,BELA VISTA,5002100,CENTRO I
1340,3663/2023 - DEPAC-CEPOL-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",27/05/2023,21:30:00,MS,CAMPO GRANDE,5002704,JARDIM INAPOLIS
1341,263/2023 - DP-ELDORADO,"HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, INJURIA (VIOLENCIA DOMESTICA)","HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS",27/05/2023,00:15:00,MS,ELDORADO,5003751,CENTRO
1342,2466/2023 - 1DP-CORUMBA,"SUICIDIO (TENTATIVA), FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",26/05/2023,12:00:00,MS,CORUMBÁ,5003207,""
1343,574/2023 - DP-RIO BRILHANTE,"HOMICIDIO QUALIFICADO MEDIANTE PAGA OU PROMESSA DE RECOMPENSA, OU POR OUTRO MOTIVO TORPE","FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO",26/05/2023,05:00:00,MS,RIO BRILHANTE,5007208,CENTRO
1344,762/2023 - DP-SÃO GABRIEL,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",26/05/2023,03:00:00,MS,SÃO GABRIEL DO OESTE,5007695,CENTRO
1345,265/2023 - DP-SELVÍRIA,"ACHADO DE CADAVER, HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO","FATOS ATIPICOS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS QUE RESULTAM EM MORTE, HOMICIDIO DOLOSO, PROJETO ACOLHIDA, FATOS TIPICOS",25/05/2023,11:00:00,MS,SELVÍRIA,5007802,""
1346,3589/2023 - DEPAC-CEPOL-CG,"HOMICIDIO SIMPLES, HOMICIDIO SIMPLES NA FORMA TENTADA, TRAFICO DE DROGAS","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS, DROGAS, FATOS TIPICOS",24/05/2023,11:20:00,MS,CAMPO GRANDE,5002704,JARDIM LOS ANGELES
1347,1088/2023 - 1DP-PARANAIBA,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",23/05/2023,18:30:00,MS,PARANAÍBA,5006309,DE LOURDES
1348,3568/2023 - DEPAC-CEPOL-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",23/05/2023,18:00:00,MS,CAMPO GRANDE,5002704,TARUMA
1349,1015/2023 - 1DP-NOVA ANDRADINA,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",21/05/2023,17:30:00,MS,NOVA ANDRADINA,5006200,""
